City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
79,Wloszczowa,76,PL,2021-03-17 07:42:03,82,50.8526,19.9659,36.0,7.0
80,Vega De Alatorre,0,MX,2021-03-17 07:42:03,74,20.0333,-96.6333,78.48,15.1
81,West Plains,90,US,2021-03-17 07:42:03,62,36.7281,-91.8524,57.2,8.05
82,Jamestown,1,US,2021-03-17 07:42:03,86,42.097,-79.2353,30.2,4.12
83,Novosheshminsk,100,RU,2021-03-17 07:42:04,86,55.0651,51.2338,21.11,12.73
84,Yulara,0,AU,2021-03-17 07:42:04,8,-25.2406,130.9889,87.8,12.66
85,Kulhudhuffushi,79,MV,2021-03-17 07:42:04,67,6.6221,73.07,83.79,8.3
86,Lompoc,1,US,2021-03-17 07:42:05,93,34.6391,-120.4579,41.0,2.73
87,Winnemucca,1,US,2021-03-17 07:42:05,86,40.973,-117.7357,30.2,5.75
88,Ribeira Grande,75,PT,2021-03-17 07:42:05,88,38.5167,-28.7,60.8,17.27
89,Sobolevo,100,RU,2021-03-17 07:42:06,96,54.4299,31.8996,33.24,5.17
90,Loviisa,80,FI,2021-03-17 07:42:07,96,60.4566,26.2251,30.99,6.22
91,Mataura,37,NZ,2021-03-17 07:42:07,71,-46.1927,168.8643,53.01,3.0
92,Conde,0,BR,2021-03-17 07:42:08,94,-7.2597,-34.9075,71.6,2.3
93,Vardo,20,NO,2021-03-17 07:42:08,93,70.3705,31.1107,17.6,34.52
94,Phulji,24,PK,2021-03-17 07:42:08,10,26.8825,67.6807,99.0,5.1
95,Tuatapere,15,NZ,2021-03-17 07:42:09,71,-46.1333,167.6833,53.01,3.0
96,Kodiak,1,US,2021-03-17 07:42:09,50,57.79,-152.4072,28.4,8.05
97,Senanga,32,ZM,2021-03-17 07:42:09,61,-16.1167,23.2667,78.4,8.95
98,Lorengau,95,PG,2021-03-17 07:42:09,70,-2.0226,147.2712,83.48,2.1
99,Klooga,90,EE,2021-03-17 07:42:10,100,59.3197,24.2114,30.99,5.75
100,Ilulissat,75,GL,2021-03-17 07:42:10,79,69.2167,-51.1,12.2,9.22
101,Kysyl-Syr,100,RU,2021-03-17 07:42:10,89,63.8986,122.7617,18.39,6.62
102,Cape Town,0,ZA,2021-03-17 07:38:29,64,-33.9258,18.4232,69.01,10.36
103,Tuktoyaktuk,0,CA,2021-03-17 07:42:11,92,69.4541,-133.0374,-15.18,4.79
104,Nouadhibou,0,MR,2021-03-17 07:42:11,94,20.931,-17.0347,62.6,13.8
105,Touros,20,BR,2021-03-17 07:42:11,88,-5.1989,-35.4608,75.2,3.44
106,Ixtapa,0,MX,2021-03-17 07:42:11,83,20.7,-105.2,64.0,3.31
107,Severo-Kurilsk,100,RU,2021-03-17 07:42:12,98,50.6789,156.125,34.9,19.86
108,Qaanaaq,83,GL,2021-03-17 07:42:12,96,77.484,-69.3632,-6.59,5.03
109,Cabo San Lucas,0,MX,2021-03-17 07:37:56,76,22.8909,-109.9124,62.01,3.0
110,Tiksi,100,RU,2021-03-17 07:42:12,98,71.6872,128.8694,-11.07,4.61
111,Butaritari,22,KI,2021-03-17 07:42:13,78,3.0707,172.7902,80.42,13.0
112,Hasaki,75,JP,2021-03-17 07:42:13,58,35.7333,140.8333,61.0,12.66
113,Chumikan,87,RU,2021-03-17 07:42:14,74,54.7183,135.315,22.55,3.6
114,Bud,100,US,2021-03-17 07:42:14,96,39.447,-86.1758,42.01,6.22
115,Inhambane,40,MZ,2021-03-17 07:42:14,66,-23.865,35.3833,86.0,6.91
116,Fortuna,1,US,2021-03-17 07:42:14,100,40.5982,-124.1573,37.0,9.22
117,Arraial Do Cabo,0,BR,2021-03-17 07:42:15,86,-22.9661,-42.0278,76.62,21.65
118,Trairi,1,BR,2021-03-17 07:42:02,91,-3.2778,-39.2689,74.7,5.79
119,East London,40,ZA,2021-03-17 07:42:15,83,-33.0153,27.9116,71.6,4.61
120,Guerrero Negro,0,MX,2021-03-17 07:40:07,84,27.9769,-114.0611,53.76,10.85
121,Ankang,73,CN,2021-03-17 07:42:15,53,32.68,109.0172,62.71,8.25
122,Caravelas,42,BR,2021-03-17 07:42:16,90,-17.7125,-39.2481,74.77,3.49
123,Sitka,90,US,2021-03-17 07:42:16,65,57.0531,-135.33,42.8,19.57
124,Los Llanos De Aridane,20,ES,2021-03-17 07:41:13,63,28.6585,-17.9182,62.6,10.36
125,Laguna,1,US,2021-03-17 07:42:16,70,38.421,-121.4238,45.0,4.61
126,Novoagansk,100,RU,2021-03-17 07:42:17,92,61.9449,76.6625,24.48,12.66
127,Imbituba,20,BR,2021-03-17 07:42:17,88,-28.24,-48.6703,77.0,8.05
128,Kavieng,100,PG,2021-03-17 07:42:17,70,-2.5744,150.7967,83.84,6.22
129,Wad Rawah,68,SD,2021-03-17 07:42:17,12,15.1603,33.1397,102.54,17.63
130,Micheweni,87,TZ,2021-03-17 07:42:18,60,-4.9667,39.8333,85.57,4.34
131,Saint Simons,1,US,2021-03-17 07:42:18,83,31.1352,-81.3901,69.8,12.66
132,Lang Son,73,VN,2021-03-17 07:42:18,62,21.8333,106.7333,80.2,9.33
133,Hilo,40,US,2021-03-17 07:41:29,83,19.7297,-155.09,71.6,6.91
134,Illapel,0,CL,2021-03-17 07:42:19,79,-31.6308,-71.1653,51.76,1.12
135,Shenjiamen,100,CN,2021-03-17 07:42:19,87,29.9576,122.298,48.85,10.07
136,Cururupu,100,BR,2021-03-17 07:42:19,97,-1.8283,-44.8683,73.62,1.14
137,Port Lincoln,1,AU,2021-03-17 07:42:19,68,-34.7333,135.8667,68.83,11.68
138,Xai-Xai,11,MZ,2021-03-17 07:42:20,61,-25.0519,33.6442,86.27,1.23
139,Orlovskiy,90,RU,2021-03-17 07:42:20,78,46.8714,42.0592,44.96,9.15
140,Tessalit,0,ML,2021-03-17 07:42:20,14,20.1986,1.0114,77.81,7.7
141,Hermanus,26,ZA,2021-03-17 07:42:21,75,-34.4187,19.2345,71.01,5.01
142,Severo-Yeniseyskiy,100,RU,2021-03-17 07:42:21,88,60.3725,93.0408,18.79,9.82
143,Tiarei,20,PF,2021-03-17 07:42:21,74,-17.5333,-149.3333,80.6,8.05
144,Talnakh,100,RU,2021-03-17 07:42:22,80,69.4865,88.3972,-13.16,9.08
145,Antalaha,23,MG,2021-03-17 07:42:22,64,-14.9003,50.2788,85.51,6.78
146,Chokurdakh,0,RU,2021-03-17 07:42:22,83,70.6333,147.9167,-13.56,8.81
147,Paamiut,100,GL,2021-03-17 07:42:22,86,61.994,-49.6678,15.98,15.7
148,Kruisfontein,2,ZA,2021-03-17 07:42:23,77,-34.0033,24.7314,69.01,1.01
149,Nikolskoye,75,RU,2021-03-17 07:42:23,100,59.7035,30.7861,30.2,2.24
150,Langsa,68,ID,2021-03-17 07:42:23,65,4.4683,97.9683,86.97,4.85
151,Kudahuvadhoo,0,MV,2021-03-17 07:42:23,69,2.6708,72.8944,83.17,9.13
152,Uthal,0,PK,2021-03-17 07:42:24,12,25.8072,66.6219,97.59,9.91
153,Jeannette,75,US,2021-03-17 07:42:24,93,40.3281,-79.6153,37.99,2.53
154,Portland,1,US,2021-03-17 07:40:05,70,45.5234,-122.6762,41.0,2.28
155,Heidelberg,75,ZA,2021-03-17 07:42:25,100,-26.5048,28.3592,59.0,9.22
156,Lodja,100,CD,2021-03-17 07:42:17,85,-3.4833,23.4333,73.42,1.81
157,San Pedro,40,PH,2021-03-17 07:42:25,58,14.35,121.0167,91.0,10.36
158,Uige,100,AO,2021-03-17 07:37:26,89,-7.6087,15.0613,72.66,1.03
159,Saskylakh,5,RU,2021-03-17 07:42:25,90,71.9167,114.0833,-36.27,7.16
160,Sibolga,100,ID,2021-03-17 07:42:26,73,1.7427,98.7792,83.12,2.93
161,Bluff,40,NZ,2021-03-17 07:42:26,71,-46.6,168.3333,53.01,3.0
162,Victoria,20,HK,2021-03-17 07:38:18,61,22.2855,114.1577,82.4,6.91
163,Lavrentiya,100,RU,2021-03-17 07:42:26,94,65.5833,-171.0,3.81,3.89
164,Richards Bay,31,ZA,2021-03-17 07:42:26,68,-28.783,32.0377,82.33,1.81
165,Gigmoto,38,PH,2021-03-17 07:42:27,74,13.7796,124.39,84.25,5.14
166,Namibe,75,AO,2021-03-17 07:42:27,88,-15.1961,12.1522,75.2,5.21
167,Castel San Pietro Terme,0,IT,2021-03-17 07:42:27,42,44.3986,11.5848,48.0,6.91
168,Carnarvon,0,AU,2021-03-17 07:42:28,66,-24.8667,113.6333,86.0,17.27
169,Keti Bandar,5,PK,2021-03-17 07:42:28,49,24.1447,67.4497,86.31,14.81
170,Mount Gambier,63,AU,2021-03-17 07:42:28,41,-37.8333,140.7667,78.8,16.11
171,Mar Del Plata,90,AR,2021-03-17 07:42:28,94,-38.0023,-57.5575,64.99,11.5
172,Kabinda,100,CD,2021-03-17 07:42:29,74,-6.1333,24.4833,75.52,5.44
173,Sayansk,100,RU,2021-03-17 07:42:29,81,54.1088,102.1648,22.23,3.38
174,Nador,90,MA,2021-03-17 07:42:29,77,35.174,-2.9287,59.0,12.66
175,Alofi,83,NU,2021-03-17 07:42:29,89,-19.0595,-169.9187,78.8,4.61
176,Sinop,40,TR,2021-03-17 07:42:30,93,41.7711,34.8709,42.8,2.3
177,Margate,100,GB,2021-03-17 07:42:30,83,51.3813,1.3862,44.01,4.0
178,Yelizovo,40,RU,2021-03-17 07:41:06,75,53.1873,158.3805,37.4,4.47
179,Mahebourg,40,MU,2021-03-17 07:42:30,70,-20.4081,57.7,84.2,13.8
180,Iqaluit,40,CA,2021-03-17 07:42:31,70,63.7506,-68.5145,-14.8,2.3
181,Cockburn Town,9,TC,2021-03-17 07:42:31,77,21.4612,-71.1419,74.35,19.51
182,Nizwa,89,OM,2021-03-17 07:42:31,13,22.9333,57.5333,91.08,7.58
183,Yaguachi,75,EC,2021-03-17 07:42:31,94,-2.1167,-79.6833,79.0,5.75
184,Faanui,48,PF,2021-03-17 07:42:32,74,-16.4833,-151.75,82.42,12.21
185,Zhangye,0,CN,2021-03-17 07:42:32,12,38.9342,100.4517,53.35,4.43
186,Ust-Kulom,99,RU,2021-03-17 07:42:32,89,61.6864,53.6902,32.07,7.78
187,Kapaa,90,US,2021-03-17 07:42:33,83,22.0752,-159.319,73.0,18.41
188,Straseni,90,MD,2021-03-17 07:42:33,93,47.1414,28.6103,37.4,14.97
189,Basoko,100,CD,2021-03-17 07:42:33,88,1.2391,23.616,72.81,5.39
190,Provideniya,10,RU,2021-03-17 07:42:33,93,64.3833,-173.3,1.71,5.82
191,Saldanha,0,ZA,2021-03-17 07:42:34,72,-33.0117,17.9442,64.4,11.5
192,Rawson,44,AR,2021-03-17 07:41:30,51,-43.3002,-65.1023,51.24,11.95
193,Yar-Sale,97,RU,2021-03-17 07:42:34,94,66.8333,70.8333,5.83,13.29
194,Palmer,90,US,2021-03-17 07:39:06,80,42.1584,-72.3287,30.0,4.61
195,Rocky Mountain House,0,CA,2021-03-17 07:42:34,86,52.3668,-114.9188,24.8,2.3
196,Wattegama,40,LK,2021-03-17 07:42:35,62,6.7989,81.4808,91.4,11.5
197,Cairns,35,AU,2021-03-17 07:42:01,66,-16.9167,145.7667,86.0,8.05
198,Maniitsoq,93,GL,2021-03-17 07:42:35,84,65.4167,-52.9,9.25,4.07
199,Mutoko,1,ZW,2021-03-17 07:42:35,57,-17.397,32.2268,76.05,2.95
200,Lasa,20,IT,2021-03-17 07:42:35,86,46.6166,10.7002,41.0,5.75
201,Coquimbo,0,CL,2021-03-17 07:42:36,77,-29.9533,-71.3436,57.2,2.3
202,Rio Gallegos,0,AR,2021-03-17 07:41:32,66,-51.6226,-69.2181,46.4,14.97
203,Bay Roberts,97,CA,2021-03-17 07:42:36,76,47.5999,-53.2648,21.0,7.0
204,Coahuayana,0,MX,2021-03-17 07:42:36,84,18.7333,-103.6833,63.66,2.95
205,Sur,8,OM,2021-03-17 07:42:37,38,22.5667,59.5289,86.36,7.49
206,Bonthe,60,SL,2021-03-17 07:42:37,77,7.5264,-12.505,78.66,4.97
207,Bako,100,ET,2021-03-17 07:42:37,40,5.7833,36.5667,82.24,3.29
208,San Rafael Del Sur,74,NI,2021-03-17 07:42:38,70,11.8485,-86.4384,74.32,14.23
209,Bilibino,91,RU,2021-03-17 07:42:38,99,68.0546,166.4372,-21.35,1.81
210,Belaya Gora,0,RU,2021-03-17 07:42:38,84,68.5333,146.4167,-6.63,8.61
211,Zhigansk,89,RU,2021-03-17 07:42:39,87,66.7697,123.3711,-11.92,10.27
212,Constitucion,5,CL,2021-03-17 07:39:11,83,-35.3333,-72.4167,54.66,3.96
213,Esperance,13,AU,2021-03-17 07:42:39,14,-33.8667,121.9,89.6,6.91
214,Bagdarin,42,RU,2021-03-17 07:42:39,56,54.4333,113.6,23.92,5.35
215,Flinders,100,AU,2021-03-17 07:42:39,85,-34.5833,150.8552,70.0,1.99
216,Kyzyl-Suu,100,KG,2021-03-17 07:42:40,64,42.3414,78.0056,33.35,5.46
217,Krasnozerskoye,0,RU,2021-03-17 07:42:40,85,53.9828,79.2374,15.84,13.13
218,Shahr-E Babak,96,IR,2021-03-17 07:42:40,26,30.1165,55.1186,68.32,14.5
219,Longyearbyen,20,SJ,2021-03-17 07:42:41,41,78.2186,15.6401,-4.0,12.66
220,Whyalla,0,AU,2021-03-17 07:42:41,39,-33.0333,137.5833,80.6,13.8
221,Cidreira,66,BR,2021-03-17 07:42:41,89,-30.1811,-50.2056,74.91,12.39
222,Biak,31,ID,2021-03-17 07:42:41,71,-0.9131,122.8766,84.49,3.09
223,Makakilo City,90,US,2021-03-17 07:38:44,88,21.3469,-158.0858,71.6,6.91
224,Saint Anthony,90,US,2021-03-17 07:42:42,93,45.0205,-93.218,33.01,2.86
225,Homer,1,US,2021-03-17 07:42:42,46,59.6425,-151.5483,26.01,4.61
226,Syracuse,20,IT,2021-03-17 07:42:42,71,37.0881,15.2792,51.01,4.61
227,Bethel,73,US,2021-03-17 07:42:43,75,41.3712,-73.414,30.99,0.94
228,Tinskoy,90,RU,2021-03-17 07:42:43,68,56.1525,96.9161,24.26,7.16
229,Gilau,90,RO,2021-03-17 07:42:43,93,46.7324,23.3617,36.0,14.97
230,Roma,90,US,2021-03-17 07:42:44,36,43.2128,-75.4557,44.6,5.75
231,Nurota,2,UZ,2021-03-17 07:42:44,57,40.5614,65.6886,48.2,9.22
232,Novyy Urgal,100,RU,2021-03-17 07:42:44,78,51.0736,132.5642,29.25,1.01
233,Ekhabi,100,RU,2021-03-17 07:42:44,67,53.5102,142.9671,17.6,18.81
234,Houma,90,US,2021-03-17 07:39:31,94,29.5958,-90.7195,73.4,10.36
235,Lethem,82,GY,2021-03-17 07:42:45,81,3.3803,-59.7968,73.9,10.94
236,Katherine,40,AU,2021-03-17 07:42:45,46,-14.4667,132.2667,93.2,11.5
237,Port Elizabeth,20,ZA,2021-03-17 07:42:45,78,-33.918,25.5701,71.6,3.44
238,Luderitz,0,NA,2021-03-17 07:42:45,67,-26.6481,15.1594,67.33,6.2
239,Slyudyanka,98,RU,2021-03-17 07:42:46,85,51.6594,103.7061,26.01,4.68
240,Arlit,0,NE,2021-03-17 07:42:46,11,18.7369,7.3853,87.96,13.65
241,Virginia Beach,90,US,2021-03-17 07:42:46,93,36.8529,-75.978,46.99,12.66
242,Herat,0,AF,2021-03-17 07:42:46,34,34.5,62.0,68.0,3.44
243,Kalmar,0,SE,2021-03-17 07:42:47,100,56.6616,16.3616,33.8,3.44
244,Balkhash,0,KZ,2021-03-17 07:42:47,24,46.844,74.9804,28.4,2.24
245,Tarauaca,57,BR,2021-03-17 07:41:06,95,-8.1614,-70.7656,68.34,2.39
246,Manzanillo,0,CU,2021-03-17 07:42:47,84,20.3433,-77.1167,68.31,5.48
247,Byron Bay,75,AU,2021-03-17 07:42:48,94,-28.65,153.6167,68.0,6.91
248,Babai,2,IN,2021-03-17 07:42:48,10,22.7,77.9333,101.08,4.38
249,Igrim,100,RU,2021-03-17 07:42:48,99,63.1906,64.4162,32.5,7.4
250,Syasstroy,100,RU,2021-03-17 07:42:49,94,60.1367,32.5691,31.14,0.83
251,Tame,100,CO,2021-03-17 07:42:49,77,6.461,-71.73,73.31,4.63
252,Sao Joao Da Barra,0,BR,2021-03-17 07:42:49,89,-21.6403,-41.0511,74.5,12.5
253,Thinadhoo,45,MV,2021-03-17 07:42:49,67,0.5333,72.9333,83.5,4.03
254,Tezu,0,IN,2021-03-17 07:42:50,16,27.9167,96.1667,94.8,4.88
255,Necochea,100,AR,2021-03-17 07:41:13,82,-38.5473,-58.7368,57.99,11.01
256,Clyde River,1,CA,2021-03-17 07:41:01,63,70.4692,-68.5914,-18.4,6.91
257,Urengoy,100,RU,2021-03-17 07:42:50,94,65.9667,78.3667,25.52,12.93
258,Zyryanka,18,RU,2021-03-17 07:42:51,93,65.75,150.85,-1.82,8.03
259,Guilin,90,CN,2021-03-17 07:42:51,73,25.2819,110.2864,78.8,2.24
260,Okhotsk,0,RU,2021-03-17 07:42:51,73,59.3833,143.3,10.31,11.77
261,Aklavik,74,CA,2021-03-17 07:42:51,84,68.2191,-135.0107,-13.0,3.44
262,Kumluca,68,TR,2021-03-17 07:42:52,63,36.3703,30.2869,57.88,11.88
263,San Patricio,90,US,2021-03-17 07:42:52,94,28.017,-97.5169,73.0,13.8
264,Buncrana,75,IE,2021-03-17 07:42:52,100,55.1333,-7.45,39.2,8.05
265,New Norfolk,20,AU,2021-03-17 07:42:52,49,-42.7826,147.0587,68.0,14.97
266,Ancud,0,CL,2021-03-17 07:42:53,87,-41.8697,-73.8203,48.0,8.05
267,Samarai,20,PG,2021-03-17 07:42:53,76,-10.6167,150.6667,84.02,9.78
268,Kizukuri,75,JP,2021-03-17 07:42:53,69,40.8061,140.3861,39.0,14.97
269,Williston,98,US,2021-03-17 07:42:53,85,48.147,-103.618,27.0,1.01
270,Cobija,46,BO,2021-03-17 07:42:54,99,-11.0267,-68.7692,70.81,2.44
271,Ust-Maya,98,RU,2021-03-17 07:42:54,90,60.4167,134.5333,16.84,2.57
272,Pangkalanbuun,79,ID,2021-03-17 07:42:54,80,-2.6833,111.6167,84.52,5.21
273,Zhucheng,0,CN,2021-03-17 07:42:54,28,35.9947,119.3975,58.17,9.06
274,Leshukonskoye,100,RU,2021-03-17 07:42:55,89,64.8989,45.7622,20.66,2.75
275,Isangel,3,VU,2021-03-17 07:42:55,82,-19.55,169.2667,78.26,7.99
276,Broome,90,US,2021-03-17 07:42:55,69,42.2506,-75.833,28.4,3.44
277,Yining,94,CN,2021-03-17 07:42:56,83,29.0361,114.5636,67.24,3.8
278,Leh,45,IN,2021-03-17 07:42:56,49,34.1667,77.5833,32.86,5.39
279,Qasigiannguit,75,GL,2021-03-17 07:42:56,79,68.8193,-51.1922,12.2,9.22
280,Carutapera,99,BR,2021-03-17 07:42:56,91,-1.195,-46.02,75.49,4.97
281,Rochester,1,US,2021-03-17 07:42:57,86,43.1548,-77.6156,32.0,3.42
282,Mayor Pablo Lagerenza,100,PY,2021-03-17 07:42:57,75,-19.9309,-60.7718,73.98,5.01
283,Bukachacha,100,RU,2021-03-17 07:42:57,68,52.9833,116.9167,23.97,5.1
284,Torbay,75,CA,2021-03-17 07:42:58,79,47.6666,-52.7314,21.99,23.02
285,Vila Franca Do Campo,75,PT,2021-03-17 07:42:58,72,37.7167,-25.4333,57.2,9.22
286,Huaura,100,PE,2021-03-17 07:42:58,75,-11.07,-77.5994,72.28,6.69
287,Kodino,98,RU,2021-03-17 07:42:58,92,63.7198,39.6447,28.08,3.94
288,Manhumirim,28,BR,2021-03-17 07:42:59,98,-20.3578,-41.9581,64.29,2.73
289,Hecun,1,CN,2021-03-17 07:42:59,21,36.5333,114.1111,62.53,8.34
290,Tasiilaq,100,GL,2021-03-17 07:42:59,91,65.6145,-37.6368,30.06,20.42
291,Shingu,40,JP,2021-03-17 07:43:00,32,33.7333,135.9833,66.2,18.41
292,Tignere,96,CM,2021-03-17 07:43:00,58,7.3667,12.65,77.2,2.89
293,Sishui,35,CN,2021-03-17 07:43:00,21,35.6489,117.2758,63.81,5.7
