City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Oistins,BB,13.0667,-59.5333,78.8,57,40,14.97,scattered clouds
346,Abu Samrah,SY,35.3029,37.1841,51.91,59,0,4.21,clear sky
347,Kachkanar,RU,58.7,59.4948,10.83,91,5,5.41,clear sky
348,Caravelas,BR,-17.7125,-39.2481,75.52,90,73,6.11,broken clouds
349,Mokhsogollokh,RU,61.4681,128.9203,16.86,84,100,9.69,overcast clouds
350,Alice Springs,AU,-23.7,133.8833,64.4,94,90,9.22,light rain
351,Wassenaar,NL,52.1333,4.4,44.01,93,90,5.75,drizzle
352,Ketchikan,US,55.3422,-131.6461,33.8,100,90,17.27,light snow
353,Stokmarknes,NO,68.5646,14.9108,30.99,69,100,8.01,light snow
354,Terrace,CA,54.5163,-128.6035,37.4,65,90,14.97,light snow
355,Herat,AF,34.5,62.0,47.86,78,0,8.01,clear sky
356,Cockburn Town,TC,21.4612,-71.1419,77.0,69,20,9.22,few clouds
357,Oussouye,SN,12.485,-16.5469,71.6,88,0,6.91,clear sky
358,Carnarvon,AU,-24.8667,113.6333,78.8,57,0,6.91,clear sky
359,Tiarei,PF,-17.5333,-149.3333,87.8,66,20,12.66,few clouds
360,Vikhorevka,RU,56.1201,101.1636,21.2,45,100,2.24,overcast clouds
361,Constitucion,CL,-35.3333,-72.4167,56.01,82,100,6.42,overcast clouds
362,Izumo,JP,35.3667,132.7667,53.6,94,75,8.05,mist
363,Brae,GB,60.3964,-1.353,42.8,70,90,10.36,overcast clouds
364,Lewistown,US,40.5992,-77.5714,44.6,45,1,0.45,clear sky
365,Kashary,RU,49.04,41.0056,30.96,90,77,4.36,light snow
366,Kilemary,RU,56.7783,46.8659,10.49,95,19,5.82,few clouds
367,Manzanillo,CU,20.3433,-77.1167,75.02,80,2,4.45,clear sky
368,Loralai,PK,30.3705,68.598,55.92,53,100,1.1,overcast clouds
369,Banda Aceh,ID,5.5577,95.3222,80.64,78,97,5.28,overcast clouds
370,Karratha,AU,-20.7377,116.8463,78.98,52,0,16.82,clear sky
371,Pravda,RU,46.9396,142.009,30.2,64,100,11.18,overcast clouds
372,Narsaq,GL,60.9167,-46.05,32.0,93,90,10.36,snow
373,Taltal,CL,-25.4,-70.4833,66.2,76,0,5.28,clear sky
374,Tutoia,BR,-2.7619,-42.2744,77.11,81,4,3.47,clear sky
375,Zhuhai,CN,22.2769,113.5678,75.2,78,40,11.5,scattered clouds
376,Chifeng,CN,42.2683,118.9636,30.31,30,0,21.32,clear sky
377,Auki,SB,-8.7676,160.7034,78.71,88,100,3.04,overcast clouds
378,Bela,IN,25.9333,81.9833,70.72,38,0,4.32,clear sky
379,Puerto Carreno,CO,6.189,-67.4859,85.26,44,100,12.39,overcast clouds
380,New Port Richey,US,28.2442,-82.7193,62.01,70,1,16.26,clear sky
381,Bako,ET,5.7833,36.5667,64.08,79,3,3.62,clear sky
382,Hami,CN,42.8,93.45,38.21,14,0,5.95,clear sky
383,Eenhana,NA,-17.4667,16.3333,67.05,85,95,3.42,overcast clouds
384,Adrar,MR,20.5022,-10.0711,68.16,12,0,10.92,clear sky
385,Khash,IR,28.2211,61.2158,54.91,37,0,5.59,clear sky
386,Sumbe,AO,-11.2061,13.8437,79.5,83,100,5.37,overcast clouds
387,Te Anau,NZ,-45.4167,167.7167,61.77,64,33,2.17,scattered clouds
388,Coquimbo,CL,-29.9533,-71.3436,60.8,77,0,8.05,clear sky
389,Hurghada,EG,27.2574,33.8129,68.0,64,0,3.18,clear sky
390,Sept-Iles,CA,50.2001,-66.3821,24.01,79,1,2.3,clear sky
391,Kysyl-Syr,RU,63.8986,122.7617,-8.66,92,100,11.77,overcast clouds
392,Rongcheng,CN,30.634,117.8517,52.23,79,100,7.78,light rain
393,Esperance,AU,-33.8667,121.9,64.4,77,0,14.97,clear sky
394,Margate,GB,51.3813,1.3862,46.99,75,83,4.0,broken clouds
395,Qianguo,CN,45.1171,124.8568,33.21,78,100,13.58,overcast clouds
396,Baruun-Urt,MN,46.6806,113.2792,22.62,38,0,14.65,clear sky
397,Tinskoy,RU,56.1525,96.9161,25.95,78,100,4.5,overcast clouds
398,Gazojak,TM,41.1875,61.4036,46.02,70,91,7.2,overcast clouds
399,Weligama,LK,5.9667,80.4167,75.76,89,28,4.34,scattered clouds
400,Sabha,LY,27.0377,14.4283,74.23,13,0,10.22,clear sky
401,Ulladulla,AU,-35.35,150.4667,64.99,100,90,8.05,moderate rain
402,Salinopolis,BR,-0.6136,-47.3561,77.88,83,41,6.53,scattered clouds
403,Atar,MR,20.5169,-13.0499,67.93,15,0,9.93,clear sky
404,Verkhnyaya Inta,RU,65.9811,60.3094,8.49,96,100,3.91,light snow
405,Zyryanka,RU,65.75,150.85,0.73,77,58,8.79,broken clouds
406,Santa Maria,BR,-29.6842,-53.8069,89.6,51,40,9.22,scattered clouds
407,Quibor,VE,9.9287,-69.6201,74.01,68,85,8.61,overcast clouds
408,Mutsu,JP,41.2894,141.2169,41.0,93,90,12.66,mist
409,Coracao De Jesus,BR,-16.6853,-44.365,75.2,60,0,8.05,clear sky
410,Alzamay,RU,55.5562,98.6644,24.39,81,100,4.38,overcast clouds
411,Ratnagiri,IN,16.9833,73.3,74.03,66,8,5.46,clear sky
412,Brigantine,US,39.4101,-74.3646,42.8,49,1,4.61,clear sky
413,Hofn,IS,64.2539,-15.2082,41.0,65,100,10.8,overcast clouds
414,Coos Bay,US,43.3665,-124.2179,50.0,81,90,9.22,overcast clouds
415,Am Timan,TD,11.0297,20.2827,79.63,18,100,4.68,overcast clouds
416,Hvide Sande,DK,56.0045,8.1294,43.0,80,61,8.99,broken clouds
417,Sovetskiy,RU,61.3614,63.5842,0.75,93,99,8.72,overcast clouds
418,Katsuura,JP,35.1333,140.3,64.4,88,75,11.5,mist
419,Kirkwall,GB,58.9848,-2.9587,42.8,75,90,13.8,overcast clouds
420,Flinders,AU,-34.5833,150.8552,69.01,90,100,3.0,light rain
421,Cherepovets,RU,59.1333,37.9,15.55,91,74,10.31,snow
422,Zakamensk,RU,50.3741,103.2863,19.09,76,20,3.44,few clouds
423,Safranbolu,TR,41.2508,32.6942,40.95,96,100,2.53,overcast clouds
424,Sao Filipe,CV,14.8961,-24.4956,71.62,70,90,8.32,overcast clouds
425,Komsomolskiy,UZ,40.4272,71.7189,50.0,87,75,9.22,mist
426,Bama,NG,11.5221,13.6856,84.04,36,0,9.01,clear sky
427,Griffith,US,41.5284,-87.4237,52.0,43,1,5.75,clear sky
428,Sovetskaya,RU,44.7769,41.1722,34.77,95,100,8.81,snow
429,Xichang,CN,27.8964,102.2634,50.95,60,94,7.76,overcast clouds
430,Mazagao,BR,-0.115,-51.2894,80.6,83,40,4.61,scattered clouds
431,Siniscola,IT,40.5719,9.6922,50.0,50,75,14.97,broken clouds
432,Kruisfontein,ZA,-34.0033,24.7314,62.01,85,7,11.48,clear sky
433,Bestobe,KZ,52.4994,73.0975,30.09,86,100,18.99,overcast clouds
434,Bereda,ES,43.2686,-7.5406,36.0,71,0,11.01,clear sky
435,Samfya,ZM,-11.3649,29.5565,65.1,94,27,5.08,light rain
436,Maldonado,UY,-34.6667,-54.9167,68.0,100,75,1.32,broken clouds
437,Laguna,US,38.421,-121.4238,62.01,31,1,6.91,clear sky
438,Maceio,BR,-9.6658,-35.7353,78.8,83,75,6.91,broken clouds
439,Shenjiamen,CN,29.9576,122.298,48.85,72,99,21.9,overcast clouds
440,Nome,US,64.5011,-165.4064,15.8,53,1,14.97,clear sky
441,Beidao,CN,34.5686,105.8933,39.4,28,100,3.15,overcast clouds
442,Burnie,AU,-41.0667,145.9167,64.99,61,99,13.0,overcast clouds
443,Khovu-Aksy,RU,51.1333,93.6,12.16,76,100,7.54,overcast clouds
444,Aitape,PG,-3.1374,142.3475,82.87,78,100,3.4,overcast clouds
445,Sayat,TM,38.7839,63.8803,44.6,93,0,6.91,clear sky
446,Adre,TD,13.4667,22.2,75.11,15,7,15.68,clear sky
447,Mahina,PF,-17.5065,-149.489,87.8,66,20,12.66,few clouds
448,Zhicheng,CN,30.2956,111.5047,52.0,75,100,6.91,overcast clouds
449,Ilulissat,GL,69.2167,-51.1,10.4,72,20,3.44,few clouds
450,Cayenne,GF,4.9333,-52.3333,77.0,94,90,6.91,overcast clouds
451,Thomasville,US,35.8826,-80.082,51.8,30,90,6.91,overcast clouds
452,Piacabucu,BR,-10.4056,-36.4344,77.85,81,44,6.58,scattered clouds
453,Niksic,ME,42.7731,18.9445,32.0,74,100,1.01,overcast clouds
454,Qasigiannguit,GL,68.8193,-51.1922,10.4,72,20,3.44,few clouds
455,Zhigansk,RU,66.7697,123.3711,16.3,91,100,19.15,light snow
456,Pueblo Bello,CO,8.2041,-76.526,74.17,94,100,3.09,overcast clouds
457,Sao Joaquim Do Monte,BR,-8.4325,-35.8044,68.25,96,15,3.38,few clouds
458,Jiuquan,CN,39.7432,98.5174,29.7,28,0,3.87,clear sky
459,Dubbo,AU,-32.25,148.6167,71.6,78,90,13.8,light rain
460,Arona,ES,28.0996,-16.681,64.99,55,75,6.91,broken clouds
461,Chenzhou,CN,25.8,113.0333,48.88,94,100,7.02,light rain
462,Sonoita,MX,31.85,-112.8333,82.0,20,0,12.88,clear sky
463,Szentgotthard,HU,46.9526,16.2736,23.0,64,0,1.99,clear sky
464,Haines Junction,CA,60.7522,-137.5108,14.0,41,100,4.61,overcast clouds
465,Thinadhoo,MV,0.5333,72.9333,82.45,71,81,8.03,broken clouds
466,San Jeronimo,PE,-11.9472,-75.2829,49.12,86,99,4.68,overcast clouds
467,Barahona,DO,18.2085,-71.1008,74.95,77,0,5.46,clear sky
468,Pemangkat,ID,1.1667,108.9667,80.1,82,88,5.68,overcast clouds
469,Santa Lucia,ES,27.9117,-15.5407,64.4,59,75,20.71,broken clouds
470,Valdez,EC,1.2492,-78.9831,79.7,77,100,3.85,overcast clouds
471,Port Shepstone,ZA,-30.7414,30.455,72.84,80,100,14.36,light rain
472,Hvolsvollur,IS,63.7533,-20.2243,37.99,97,100,8.99,overcast clouds
473,Nelson Bay,AU,-32.7167,152.15,68.0,100,90,13.8,heavy intensity rain
474,Dingli,MT,35.8614,14.3822,57.2,100,40,24.16,scattered clouds
475,Kawalu,ID,-7.3817,108.2082,79.83,75,38,0.98,scattered clouds
476,Hirara,JP,24.8,125.2833,69.8,83,75,13.8,broken clouds
477,Guerrero Negro,MX,27.9769,-114.0611,65.68,62,0,18.39,clear sky
478,Zhovtneve,UA,50.6637,24.2492,25.81,65,0,8.41,clear sky
479,Akyab,MM,20.15,92.9,72.55,77,59,5.14,broken clouds
480,Manhattan,US,40.7834,-73.9662,51.8,28,1,2.62,clear sky
481,Pandan,PH,14.0453,124.1694,83.89,75,18,10.22,few clouds
482,Voyinka,UA,45.8699,33.9914,34.48,80,100,6.17,overcast clouds
483,Terra Santa,BR,-2.1042,-56.4869,76.1,91,87,2.15,overcast clouds
484,Montoro,ES,38.0241,-4.3834,44.01,75,0,2.3,clear sky
485,Tevaitoa,PF,-16.7833,-151.5,83.28,67,0,6.31,clear sky
486,Tabid,PH,8.1089,123.7831,87.15,71,40,0.22,scattered clouds
487,Ozernovskiy,RU,51.5,156.5167,19.69,73,0,12.21,clear sky
488,Alofi,NU,-19.0595,-169.9187,75.2,88,100,4.61,light rain
489,Pishin,PK,30.5803,66.9961,56.73,57,100,2.15,overcast clouds
490,Klaksvik,FO,62.2266,-6.589,42.8,81,75,14.97,broken clouds
491,Eureka,US,40.8021,-124.1637,53.01,71,1,14.97,clear sky
492,Kununurra,AU,-15.7667,128.7333,78.8,94,40,4.61,scattered clouds
493,Bambous Virieux,MU,-20.3428,57.7575,80.01,89,40,8.05,moderate rain
494,Chauk,MM,20.8833,94.8167,75.65,48,61,3.31,broken clouds
495,Disna,BY,55.568,28.1971,25.48,89,100,17.09,light snow
496,Rio Grande,BR,-32.035,-52.0986,75.99,89,100,1.99,light rain
497,Koungou,YT,-12.7336,45.2042,78.8,89,0,5.75,clear sky
498,Butembo,CD,0.15,29.2833,59.07,93,100,1.57,overcast clouds
499,Les Cayes,HT,18.2,-73.75,74.52,78,76,2.82,broken clouds
500,Ibra,OM,22.6906,58.5334,67.23,40,0,1.14,clear sky
501,Valledupar,CO,10.4631,-73.2532,78.82,54,90,8.52,overcast clouds
502,Montrose,US,38.4166,-108.2673,62.6,14,1,25.32,clear sky
503,La Carolina,ES,38.2756,-3.6153,35.28,62,5,6.51,clear sky
504,Baiyin,CN,36.5583,104.2081,35.01,53,0,4.47,clear sky
505,Malanje,AO,-9.5402,16.341,65.14,97,100,3.15,overcast clouds
506,Gladstone,AU,-23.85,151.25,75.2,88,75,9.22,light rain
507,Benguela,AO,-12.5763,13.4055,79.07,80,100,2.66,overcast clouds
508,Maragogi,BR,-9.0122,-35.2225,77.16,84,5,5.41,clear sky
509,Flensburg,DE,54.7833,9.4333,42.01,100,100,27.63,overcast clouds
510,Orsha,BY,54.5153,30.4053,22.39,79,100,11.97,overcast clouds
511,San Patricio,US,28.017,-97.5169,66.2,48,1,14.97,clear sky
512,Alepe,CI,5.5004,-3.6631,78.8,94,20,6.91,few clouds
513,Tazovskiy,RU,67.4667,78.7,-10.8,83,100,19.39,overcast clouds
514,Mercedes,AR,-34.6515,-59.4307,64.0,82,19,7.7,few clouds
515,Hay River,CA,60.8156,-115.7999,12.2,57,100,13.8,overcast clouds
516,Painesville,US,41.7245,-81.2457,41.0,33,1,3.44,clear sky
517,Chitrakonda,IN,18.1167,82.0833,70.95,56,0,1.59,clear sky
518,Zhucheng,CN,35.9947,119.3975,42.58,24,100,21.0,overcast clouds
519,Shiyan,CN,32.6475,110.7781,51.01,43,94,4.63,overcast clouds
520,Mount Gambier,AU,-37.8333,140.7667,69.8,64,40,10.36,scattered clouds
521,Belaya Gora,RU,68.5333,146.4167,-3.35,81,0,3.11,clear sky
522,Bucak,TR,37.4592,30.595,55.0,93,40,4.61,scattered clouds
523,Biloela,AU,-24.4167,150.5,84.58,61,100,12.21,overcast clouds
524,Benin,BJ,9.5,2.25,81.14,59,98,3.74,overcast clouds
525,Magrath,CA,49.4167,-112.8686,48.2,34,47,26.46,scattered clouds
526,Hokitika,NZ,-42.7167,170.9667,61.36,74,0,6.17,clear sky
527,Manaus,BR,-3.1019,-60.025,73.4,100,75,13.8,light rain
528,Chiredzi,ZW,-21.05,31.6667,67.32,77,0,1.43,clear sky
529,Palenque,MX,17.5167,-91.9667,75.2,73,90,5.75,overcast clouds
530,Araouane,ML,18.9048,-3.5265,76.66,14,58,12.53,broken clouds
531,Afikpo,NG,5.8931,7.9374,74.01,83,100,5.14,overcast clouds
532,Kapuskasing,CA,49.4169,-82.4331,48.2,29,19,18.41,few clouds
533,Imbituba,BR,-28.24,-48.6703,78.8,89,40,6.91,scattered clouds
534,Asau,RO,46.4333,26.4,30.0,64,95,0.74,light snow
535,Raudeberg,NO,61.9875,5.1352,36.0,87,100,19.48,overcast clouds
536,Nhulunbuy,AU,-12.2333,136.7667,84.2,74,75,10.36,broken clouds
537,Buchanan,LR,5.8808,-10.0467,75.2,94,40,4.65,scattered clouds
538,Vallenar,CL,-28.5708,-70.7581,60.84,60,0,0.29,clear sky
539,Puerto Del Rosario,ES,28.5004,-13.8627,64.4,68,90,16.11,overcast clouds
540,Acs,HU,47.7123,18.0113,28.0,73,0,5.75,clear sky
541,Nouadhibou,MR,20.931,-17.0347,62.6,77,97,20.71,sand
542,Bujaru,BR,-1.515,-48.0447,78.8,83,40,9.22,scattered clouds
543,Puerto Escondido,MX,15.85,-97.0667,82.4,78,20,5.75,few clouds
544,Thaba-Tseka,LS,-29.522,28.6084,52.36,82,100,1.59,overcast clouds
545,Natal,BR,-5.795,-35.2094,80.6,78,40,10.36,scattered clouds
546,Batemans Bay,AU,-35.7167,150.1833,73.0,77,100,3.0,overcast clouds
547,Caluquembe,AO,-13.7833,14.6833,60.28,90,100,1.39,overcast clouds
548,Anori,BR,-3.7728,-61.6442,71.92,99,100,3.11,overcast clouds
549,Mehamn,NO,71.0357,27.8492,31.32,76,100,17.0,light snow
550,Moissala,TD,8.3404,17.7663,81.84,49,100,7.23,overcast clouds
551,Kwinana,AU,-32.25,115.7667,82.99,29,0,10.36,clear sky
552,Port-De-Bouc,FR,43.4,4.9833,42.8,45,0,17.27,clear sky
553,Lypova Dolyna,UA,50.5643,33.7979,29.64,81,100,5.99,overcast clouds
554,Scarborough,GB,54.2797,-0.4044,46.0,83,94,5.01,overcast clouds
555,Dudinka,RU,69.4058,86.1778,-20.7,58,67,6.4,broken clouds
556,Hauterive,FR,46.0901,3.4459,35.6,69,0,6.91,clear sky
557,Singaraja,ID,-8.112,115.0882,84.07,68,45,3.44,scattered clouds
558,Yulara,AU,-25.2406,130.9889,64.4,100,90,10.36,overcast clouds
559,Pilar,BR,-9.5972,-35.9567,78.8,83,75,6.91,broken clouds
560,Troitsko-Pechorsk,RU,62.7084,56.1964,11.39,96,98,3.27,overcast clouds
561,Setermoen,NO,68.861,18.3486,26.6,100,90,11.5,heavy snow
562,Sanghar,PK,26.0466,68.9481,68.0,73,9,4.05,haze
563,Axim,GH,4.8699,-2.2405,79.2,84,55,4.83,light rain
564,Namatanai,PG,-3.6667,152.4333,86.29,63,100,6.4,overcast clouds
565,Laela,TZ,-8.5667,32.05,59.04,93,0,0.56,clear sky
566,Formosa,AR,-26.1775,-58.1781,82.4,83,90,3.44,overcast clouds
567,Iskateley,RU,67.6803,53.1512,0.54,93,93,9.28,overcast clouds
568,Whitehorse,CA,60.7161,-135.0538,21.99,49,40,10.36,scattered clouds
569,Barra Do Bugres,BR,-15.0725,-57.1811,72.81,94,85,2.98,overcast clouds
570,Totness,SR,5.8833,-56.3167,76.42,85,47,8.14,scattered clouds
571,Jalu,LY,29.0331,21.5482,76.17,14,100,9.04,overcast clouds
572,Hovd,MN,48.0056,91.6419,20.75,30,53,0.22,broken clouds
573,Pointe-Noire,CG,-4.7761,11.8635,77.0,94,20,2.3,moderate rain
574,Bowen,AU,-20.0167,148.2333,80.6,89,75,9.22,broken clouds
575,Melton Mowbray,GB,52.7659,-0.8869,44.01,35,97,1.01,overcast clouds
576,Ayan,RU,56.45,138.1667,17.92,78,1,4.85,clear sky
577,Raga,SS,8.4596,25.678,78.76,60,100,5.39,overcast clouds
578,Sharjah,AE,25.3573,55.4033,75.2,64,0,5.75,clear sky
579,Pacific Grove,US,36.6177,-121.9166,55.0,72,1,8.01,clear sky
580,The Valley,AI,18.217,-63.0578,77.0,73,40,11.5,scattered clouds
581,Viesca,MX,25.35,-102.8,78.8,17,1,9.82,clear sky
582,Dahanu,IN,19.9667,72.7333,72.66,61,0,4.09,clear sky
583,Manitouwadge,CA,49.1215,-85.8403,42.8,49,0,11.5,clear sky
584,Kalianget,ID,-7.05,113.9333,82.0,78,75,10.8,broken clouds
585,Dourbali,TD,11.8091,15.8632,82.33,36,1,7.05,clear sky
586,Trairi,BR,-3.2778,-39.2689,76.33,85,0,5.23,clear sky
587,Sampit,ID,-2.5333,112.95,83.14,76,49,3.04,scattered clouds
588,Gimli,CA,50.6336,-96.9907,41.0,75,100,6.91,overcast clouds
589,Bintulu,MY,3.1667,113.0333,77.0,94,20,3.44,few clouds
590,Bastia,FR,42.6667,9.3333,46.99,49,75,11.5,broken clouds
591,Conceicao Do Araguaia,BR,-8.2578,-49.2647,80.6,78,20,5.75,few clouds
592,Abrau-Dyurso,RU,44.69,37.59,30.2,86,100,2.24,overcast clouds
593,Pomabamba,PE,-8.8333,-77.4667,50.4,82,100,4.99,light rain
594,Nahavand,IR,34.1885,48.377,42.15,41,92,3.33,overcast clouds
595,Teguise,ES,29.0605,-13.564,60.8,77,75,14.97,broken clouds
596,Meulaboh,ID,4.1363,96.1285,77.68,86,91,4.29,overcast clouds
597,Wajima,JP,37.4,136.9,55.4,88,75,1.14,broken clouds
598,Myre,NO,69.1036,15.9492,30.2,69,75,31.07,light snow
599,Kushmurun,KZ,52.4503,64.6311,20.95,91,84,11.59,broken clouds
600,Yumen,CN,40.2833,97.2,26.74,27,0,6.89,clear sky
601,Ishigaki,JP,24.3448,124.1572,69.8,88,75,11.5,broken clouds
602,Krasnaya Gora,RU,52.9995,31.6023,28.4,74,0,15.66,clear sky
603,Chumikan,RU,54.7183,135.315,20.98,83,14,4.16,few clouds
604,Meiningen,DE,50.5679,10.4152,35.01,62,96,3.04,overcast clouds
605,Vavuniya,LK,8.7514,80.4971,72.45,98,91,2.26,overcast clouds
606,Quatre Cocos,MU,-20.2078,57.7625,80.01,89,40,8.05,light rain
607,Mon,IN,26.75,95.1,71.56,39,100,2.46,overcast clouds
608,Agadez,NE,19.75,10.25,80.31,7,92,8.9,overcast clouds
609,Aksarka,RU,66.5606,67.7975,-14.96,94,100,11.21,overcast clouds
610,Annau,TM,37.8876,58.516,46.4,81,90,2.3,overcast clouds
611,Kyra,RU,49.5776,111.9753,19.0,69,100,4.05,overcast clouds
612,Aldan,RU,58.6031,125.3894,16.61,83,95,13.87,overcast clouds
613,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.4,40,0,4.47,clear sky
614,Krasnyy Profintern,RU,57.7446,40.435,19.4,63,0,6.71,clear sky
615,Noumea,NC,-22.2763,166.4572,84.2,58,0,17.27,clear sky
616,Aksu,CN,41.1231,80.2644,36.68,48,0,3.78,clear sky
617,Ferrol,ES,43.4832,-8.2369,48.0,61,0,9.22,clear sky
618,Kalmunai,LK,7.4167,81.8167,77.7,84,69,0.27,broken clouds
619,Chinsali,ZM,-10.5414,32.0816,61.93,96,100,3.06,overcast clouds
620,Raahe,FI,64.6833,24.4833,35.6,69,0,11.5,clear sky
621,Erenhot,CN,43.6475,111.9767,27.66,30,0,18.12,clear sky
622,Healdsburg,US,38.6105,-122.8692,60.01,58,40,12.66,scattered clouds
623,Mounana,GA,-1.4085,13.1586,69.1,98,100,1.54,overcast clouds
624,Tombouctou,ML,20.0,-3.0,75.24,14,19,9.35,few clouds
625,Escarcega,MX,18.6089,-90.7454,69.21,67,0,5.88,clear sky
626,Chernyy Yar,RU,48.0624,46.1091,32.41,75,100,3.76,overcast clouds
627,Nakasongola,UG,1.3089,32.4564,66.58,93,86,4.29,light rain
628,Rapid Valley,US,44.0625,-103.1463,66.2,34,1,17.27,clear sky
629,Jaisalmer,IN,26.9147,70.9181,75.9,26,30,8.48,scattered clouds
630,Santo Angelo,BR,-28.2992,-54.2631,78.8,73,0,4.61,clear sky
631,Omboue,GA,-1.5746,9.2618,73.08,95,100,5.53,heavy intensity rain
632,Ateli,IN,28.1,76.2833,70.3,29,0,2.01,clear sky
633,Butte,US,39.6499,-121.5677,60.8,36,1,4.61,clear sky
634,Isfara,TJ,40.1265,70.6253,48.78,73,100,11.56,overcast clouds
635,Kropotkin,RU,45.4375,40.5756,34.0,91,13,8.68,few clouds
636,Iralaya,HN,15.0,-83.2333,80.6,78,75,4.61,broken clouds
637,Kulhudhuffushi,MV,6.6221,73.07,83.25,66,69,6.31,broken clouds
638,Pachalum,GT,14.9247,-90.6628,71.01,52,75,18.41,broken clouds
639,Florence,IT,43.7667,11.25,42.8,49,0,10.36,clear sky
640,Pozo Colorado,PY,-23.4923,-58.7972,77.67,75,98,1.77,overcast clouds
641,Negara,ID,-8.3151,114.6025,82.22,71,4,1.66,clear sky
642,Oeiras Do Para,BR,-2.0031,-49.8544,74.17,95,100,2.04,overcast clouds
643,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.33,99,100,2.15,overcast clouds
644,Belyy Yar,RU,53.6039,91.3903,12.2,85,100,4.47,mist
645,Svetlogorsk,BY,52.6333,29.7333,26.56,71,99,10.22,overcast clouds
646,Killybegs,IE,54.6333,-8.45,48.0,96,12,1.99,few clouds
647,Gold Coast,AU,-28.0,153.4333,79.0,94,75,21.85,heavy intensity rain
648,Sembe,CG,1.6481,14.5806,67.5,98,100,2.08,overcast clouds
649,Worland,US,44.0169,-107.9554,37.99,87,90,16.11,moderate rain
650,Kodinsk,RU,58.6881,99.1844,14.4,94,100,7.76,overcast clouds
651,Formosa Do Rio Preto,BR,-11.0483,-45.1931,69.62,93,100,1.05,overcast clouds
652,Bridgetown,BB,13.1,-59.6167,78.8,57,40,14.97,scattered clouds
653,Winsum,NL,53.33,6.5208,44.01,95,100,4.0,overcast clouds
654,Bayanday,RU,53.0661,105.5139,23.04,76,22,2.93,few clouds
655,Olesnica,PL,51.2134,17.3899,30.0,69,0,8.05,clear sky
656,Powell,US,40.1578,-83.0752,51.8,28,1,5.23,clear sky
657,Voloshka,RU,61.3314,40.0858,15.1,93,95,8.46,overcast clouds
